customer_id,signup_date,home_market,preferred_channel,loyalty_tier,last_visit_days_ago,visits_30d,visits_90d,visits_180d,hotel_nights_180d,dining_visits_90d,entertainment_visits_90d,spa_visits_90d,total_spend_180d,avg_spend_per_visit,email_open_rate,promotion_clicks_90d,prior_offer_count_180d,prior_offer_redemptions_180d,service_cases_180d,weekend_visit_share,booking_lead_days_avg,responded_to_campaign
114570,2025-09-10,India,WhatsApp,Bronze,0,3,7,16,2,5,2,0,2637.66,164.85,0.699,3,3,2,2,0.44,8.1,0
114571,2022-10-23,UAE,WhatsApp,Silver,74,2,4,8,3,2,2,0,4515.26,564.41,0.384,4,1,0,0,0.763,34.1,0
114572,2025-01-09,Other,App Push,Bronze,28,2,6,11,1,2,2,0,1722.0,156.55,0.453,3,0,0,0,0.45,16.3,0
114573,2023-04-07,GCC,WhatsApp,Silver,38,1,6,13,4,2,1,0,4042.58,310.97,0.41,2,0,0,0,0.582,11.3,1
114574,2022-09-16,UAE,App Push,Bronze,102,2,7,16,1,2,7,0,2198.45,137.4,0.38,2,2,2,1,0.661,9.9,0
114575,2025-12-06,UAE,Email,Silver,45,2,5,9,0,3,1,2,4425.79,491.75,0.354,0,2,1,0,0.648,23.2,1
114576,2025-02-03,GCC,Email,Gold,68,1,3,5,4,3,2,3,5836.43,1167.29,0.15,0,2,0,0,0.422,27.6,0
114577,2024-02-20,UAE,WhatsApp,Platinum,11,4,7,11,6,5,2,0,7528.13,684.38,0.326,0,0,0,2,0.516,29.7,0
114578,2022-12-31,UAE,Email,Bronze,80,1,5,7,0,3,0,0,2343.24,334.75,0.76,0,3,2,0,0.391,7.2,0
114579,2025-08-27,UK/EU,SMS,Bronze,44,0,2,5,0,1,0,1,2852.88,570.58,0.629,2,1,1,0,0.782,46.1,0
114580,2025-08-27,India,App Push,Platinum,65,6,11,23,6,7,6,1,8858.21,385.14,0.621,1,1,0,0,0.616,23.7,0
114581,2024-12-11,UAE,WhatsApp,Silver,25,0,5,6,0,3,0,0,3653.15,608.86,0.35,1,2,0,1,0.525,43.1,0
114582,2025-08-02,UK/EU,App Push,Bronze,64,1,3,7,0,1,0,0,1421.38,203.05,0.384,3,2,1,0,0.502,14.2,0
114583,2025-05-05,UK/EU,Email,Gold,68,0,1,4,5,0,2,0,5892.58,1473.14,0.281,0,1,0,0,0.6,17.9,1
114584,2025-11-17,India,Email,Platinum,9,1,3,9,3,1,0,2,7068.17,785.35,0.52,3,1,1,2,0.397,24.7,0
114585,2023-02-21,Other,Email,Bronze,26,0,0,3,1,2,1,1,1879.01,626.34,0.524,0,1,0,0,0.401,18.4,0
114586,2023-04-08,UAE,Phone,Silver,12,0,3,6,1,1,1,0,3706.74,617.79,0.389,0,4,1,1,0.395,22.3,0
114587,2025-10-27,UAE,SMS,Silver,65,1,6,15,1,1,5,3,4260.97,284.06,0.65,2,5,2,1,0.294,21.5,0
114588,2024-04-14,UAE,App Push,Bronze,41,1,3,4,1,6,4,0,2395.53,598.88,0.544,1,1,1,0,0.263,21.2,0
114589,2023-11-09,GCC,Email,Platinum,49,0,2,5,4,0,1,3,6948.35,1389.67,0.48,0,5,1,0,0.315,21.3,1
114590,2023-12-06,GCC,Email,Bronze,42,1,5,7,0,0,1,0,1391.53,198.79,0.425,3,1,0,1,0.641,20.0,0
114591,2022-07-15,UAE,WhatsApp,Bronze,60,0,5,8,0,3,3,2,2828.0,353.5,0.382,2,0,0,0,0.657,38.4,1
114592,2023-11-16,India,WhatsApp,Bronze,69,0,0,1,0,2,1,0,631.49,631.49,0.382,0,0,0,1,0.534,3.6,0
114593,2023-09-12,North America,SMS,Silver,25,2,8,11,3,1,1,0,3579.05,325.37,0.362,1,3,1,1,0.423,7.8,1
114594,2026-04-04,UK/EU,SMS,Bronze,21,0,3,5,1,0,1,1,2431.88,486.38,0.078,0,0,0,0,0.613,6.1,0
114595,2026-01-28,India,SMS,Bronze,0,3,5,6,0,1,1,0,1591.06,265.18,0.428,1,1,1,0,0.161,12.3,1
114596,2023-12-18,India,App Push,Gold,13,9,16,29,3,7,4,0,5148.27,177.53,0.31,0,3,2,2,0.502,19.5,0
114597,2022-10-31,UK/EU,Email,Bronze,56,1,3,6,0,3,0,0,3004.38,500.73,0.124,0,1,0,3,0.549,10.7,0
114598,2024-10-28,GCC,Email,Gold,23,0,0,4,3,3,2,1,5794.06,1448.52,0.281,0,0,0,1,0.461,25.9,0
114599,2023-11-14,GCC,Email,Bronze,66,2,5,8,1,0,0,0,1045.6,130.7,0.362,1,2,0,0,0.319,32.5,0
114600,2025-07-25,UAE,SMS,Silver,66,0,1,2,4,0,0,0,4515.12,2257.56,0.432,5,1,1,0,0.447,31.3,1
114601,2024-08-07,UAE,App Push,Bronze,54,1,5,8,0,1,0,0,1446.23,180.78,0.776,0,0,0,0,0.422,15.2,0
114602,2023-06-12,India,WhatsApp,Gold,21,0,3,7,2,2,1,0,5728.15,818.31,0.26,0,0,0,1,0.749,14.0,1
114603,2023-10-21,GCC,Phone,Bronze,162,1,3,7,0,3,1,0,974.13,139.16,0.195,0,0,0,0,0.549,20.3,0
114604,2025-12-09,UAE,WhatsApp,Bronze,18,2,4,5,0,1,1,0,1771.81,354.36,0.459,5,1,0,0,0.44,16.9,1
114605,2022-12-11,UAE,SMS,Bronze,73,0,0,3,0,1,1,1,1135.29,378.43,0.658,1,3,0,0,0.42,25.3,1
114606,2022-10-04,UK/EU,WhatsApp,Bronze,28,0,1,4,0,4,0,0,2666.39,666.6,0.215,1,3,1,0,0.557,21.8,1
114607,2024-07-08,UAE,App Push,Bronze,31,1,4,6,0,0,3,1,2362.35,393.72,0.526,3,1,1,1,0.293,31.1,0
114608,2025-01-19,GCC,Email,Bronze,67,2,5,17,1,4,2,0,2043.75,120.22,0.288,2,1,1,2,0.619,18.4,1
114609,2024-04-22,UAE,SMS,Bronze,2,1,2,4,1,0,0,0,1256.27,314.07,0.227,1,1,0,0,0.593,21.1,0
114610,2023-04-02,UAE,SMS,Bronze,85,0,2,6,0,0,2,0,1696.68,282.78,0.642,3,4,0,1,0.452,25.2,0
114611,2024-08-13,UK/EU,Phone,Bronze,57,2,5,11,0,2,0,0,846.13,76.92,0.15,0,1,0,4,0.623,12.4,1
114612,2026-04-08,UAE,Email,Platinum,0,6,12,21,4,4,0,0,6977.79,332.28,0.416,1,1,0,1,0.638,29.1,1
114613,2026-02-07,UAE,Email,Gold,0,1,3,6,3,5,0,0,5759.63,959.94,0.626,4,4,0,0,0.674,8.6,1
114614,2023-03-18,Other,WhatsApp,Platinum,14,8,13,26,5,10,0,2,8799.56,338.44,0.259,2,3,1,1,0.514,32.5,0
114615,2023-04-22,GCC,WhatsApp,Bronze,44,3,6,12,0,3,4,0,2465.71,205.48,0.451,0,2,0,0,0.799,7.9,0
114616,2023-05-13,India,Email,Silver,61,1,1,9,0,6,4,0,3849.09,427.68,0.352,0,3,0,0,0.387,24.8,0
114617,2025-11-22,India,SMS,Bronze,241,0,2,6,1,2,0,0,1952.44,325.41,0.309,0,2,1,0,0.332,12.8,0
114618,2025-09-19,UAE,WhatsApp,Bronze,17,4,7,10,0,6,4,0,2709.16,270.92,0.286,3,2,1,0,0.337,21.1,0
114619,2024-11-03,GCC,Email,Silver,77,1,3,4,1,2,0,0,3296.26,824.06,0.338,3,4,0,0,0.278,26.9,1
114620,2025-06-25,GCC,SMS,Silver,80,0,1,3,0,3,1,1,3441.58,1147.19,0.448,0,1,0,0,0.512,14.0,0
114621,2024-11-14,UAE,Email,Bronze,13,1,1,4,2,1,0,0,2805.84,701.46,0.46,2,2,0,0,0.584,19.1,0
114622,2024-03-14,UAE,WhatsApp,Silver,0,2,4,6,1,1,2,0,3604.21,600.7,0.198,1,1,0,1,0.615,23.6,1
114623,2025-04-16,India,SMS,Silver,29,4,9,16,3,0,1,1,4515.57,282.22,0.285,2,1,1,1,0.485,20.9,0
114624,2025-11-26,UAE,WhatsApp,Silver,29,2,4,7,3,5,1,0,4017.94,573.99,0.489,2,3,1,0,0.0,29.5,0
114625,2024-10-23,UAE,SMS,Bronze,64,1,4,6,1,4,1,0,2460.77,410.13,0.456,6,1,1,2,0.454,23.8,0
114626,2023-07-23,India,Email,Bronze,49,2,3,6,2,4,0,0,3035.28,505.88,0.459,0,1,1,1,0.768,23.3,0
114627,2023-12-20,GCC,WhatsApp,Bronze,59,1,2,3,0,2,0,0,1954.53,651.51,0.495,1,3,2,0,0.728,13.0,1
114628,2025-02-16,India,SMS,Platinum,24,1,5,10,5,8,0,0,7043.13,704.31,0.343,2,1,0,0,0.595,7.2,1
114629,2025-03-02,UAE,Email,Silver,15,1,4,8,2,2,2,0,3194.55,399.32,0.471,4,0,0,0,0.377,5.2,0
114630,2024-02-07,UK/EU,App Push,Bronze,116,0,0,0,0,2,1,0,1950.23,1950.23,0.402,2,0,0,0,0.261,32.8,0
114631,2025-09-17,North America,App Push,Bronze,23,1,2,5,1,1,2,0,2212.58,442.52,0.401,0,4,0,1,0.404,13.7,0
114632,2023-02-14,India,WhatsApp,Silver,15,1,2,6,1,5,5,1,3398.53,566.42,0.588,0,1,1,0,0.548,17.8,1
114633,2022-12-25,North America,SMS,Gold,91,3,5,10,3,4,2,2,5438.09,543.81,0.368,0,1,0,1,0.495,12.0,0
114634,2026-04-15,GCC,WhatsApp,Silver,162,2,8,14,1,1,2,2,3514.85,251.06,0.22,0,1,0,2,0.51,38.5,0
114635,2022-08-02,UAE,Email,Gold,25,4,9,15,1,8,1,0,6079.08,405.27,0.575,5,3,1,1,0.582,17.5,1
114636,2026-04-18,GCC,Email,Bronze,64,0,0,2,0,2,0,1,2349.59,1174.8,0.571,1,1,0,0,0.289,23.7,0
114637,2024-08-04,GCC,WhatsApp,Silver,10,2,6,12,1,1,0,0,3434.79,286.23,0.527,1,1,1,1,0.624,1.0,0
114638,2023-10-10,North America,WhatsApp,Bronze,14,0,1,3,0,0,0,0,899.07,299.69,0.181,0,1,0,3,0.4,13.9,0
114639,2025-02-08,GCC,SMS,Silver,0,3,11,14,2,3,2,1,3847.3,274.81,0.455,1,2,1,2,0.42,13.3,1
114640,2025-08-03,UAE,App Push,Silver,48,1,5,14,1,3,0,2,3303.56,235.97,0.337,1,1,0,4,0.466,23.3,0
114641,2026-03-15,North America,SMS,Bronze,8,2,5,16,2,3,3,0,3135.25,195.95,0.444,0,1,0,2,0.649,30.2,0
114642,2023-07-16,UAE,Email,Bronze,6,2,3,3,0,0,0,1,3038.54,1012.85,,0,1,0,0,0.424,23.4,0
114643,2026-03-30,India,SMS,Bronze,31,0,2,5,1,0,0,1,2582.67,516.53,0.647,1,1,0,0,0.521,26.1,0
114644,2024-06-28,GCC,WhatsApp,Bronze,78,0,0,1,0,0,0,0,1034.31,1034.31,0.526,0,0,0,0,0.752,14.7,0
114645,2024-11-06,Other,Email,Bronze,35,1,1,4,0,3,1,0,1637.94,409.48,0.422,1,1,0,0,0.521,12.1,0
114646,2022-08-07,UAE,Email,Gold,5,0,3,5,3,0,1,0,5129.41,1025.88,0.301,2,1,1,0,0.453,42.6,1
114647,2022-09-29,UK/EU,WhatsApp,Bronze,51,2,3,8,0,4,1,2,2652.77,331.6,0.348,4,2,0,0,0.347,21.6,0
114648,2023-03-09,India,SMS,Gold,158,2,5,10,1,3,0,1,5453.65,545.36,0.373,2,1,0,1,0.541,13.7,0
114649,2023-07-12,Other,Email,Bronze,21,1,5,7,0,1,5,0,1603.28,229.04,0.397,0,4,1,3,0.694,19.0,0
114650,2024-04-05,Other,WhatsApp,Silver,25,4,6,11,1,7,2,1,3799.99,345.45,0.196,1,2,1,1,0.491,19.7,0
114651,2025-01-07,UK/EU,App Push,Bronze,52,2,4,5,0,3,1,1,1089.21,217.84,0.429,0,2,1,0,0.633,6.8,0
114652,2025-09-25,UAE,SMS,Bronze,55,1,3,5,1,1,0,1,2867.78,573.56,0.371,2,1,1,0,0.606,14.5,1
114653,2022-08-06,GCC,WhatsApp,Bronze,91,2,2,8,1,4,1,0,3072.37,384.05,0.334,1,1,0,0,0.337,21.8,0
114654,2024-11-17,North America,Email,Bronze,17,1,3,7,0,1,5,0,1143.57,163.37,0.258,0,0,0,0,0.289,0.0,0
114655,2024-09-15,India,SMS,Bronze,110,4,8,15,1,6,0,0,2270.47,151.36,0.475,1,2,0,1,0.366,18.2,0
114656,2025-11-01,North America,Email,Bronze,43,3,8,12,0,2,5,0,701.78,58.48,0.73,1,0,0,0,0.894,10.2,0
114657,2025-04-21,UK/EU,Phone,Bronze,14,2,4,11,0,2,3,1,887.83,80.71,0.654,1,2,1,1,0.684,13.7,0
114658,2023-11-26,UAE,Email,Bronze,4,2,8,13,2,2,1,0,2675.2,205.78,0.393,0,1,1,1,0.408,14.3,0
114659,2024-09-19,UAE,App Push,Silver,36,1,4,9,2,4,1,0,3206.34,356.26,0.24,4,2,0,2,0.606,34.0,0
114660,2024-02-04,GCC,SMS,Silver,59,0,4,8,1,2,2,1,4161.02,520.13,0.505,0,0,0,1,0.431,21.7,0
114661,2025-07-23,UK/EU,SMS,Bronze,13,0,0,3,0,1,0,1,717.83,239.28,0.476,3,1,1,0,0.321,19.8,1
114662,2026-01-24,GCC,SMS,Silver,5,0,0,1,0,1,1,0,3253.56,3253.56,0.207,0,1,0,0,0.773,16.1,1
114663,2022-12-02,UAE,Email,Silver,20,1,1,3,2,2,0,2,3387.44,1129.15,0.261,1,0,0,0,0.749,19.2,0
114664,2024-09-11,UK/EU,Email,Silver,15,1,2,6,1,3,0,0,3377.34,562.89,0.377,0,0,0,0,0.494,8.3,0
114665,2024-12-21,UAE,Email,Bronze,31,0,1,3,0,1,1,0,2229.38,743.13,0.353,0,0,0,0,0.593,17.0,0
114666,2025-04-07,GCC,WhatsApp,Gold,44,2,4,6,3,5,2,1,5082.66,847.11,0.188,0,0,0,0,0.504,29.1,0
114667,2023-10-24,GCC,WhatsApp,Gold,36,3,5,10,5,3,1,0,6259.17,625.92,0.265,1,2,1,2,0.715,9.3,1
114668,2024-03-07,India,Phone,Bronze,143,0,1,5,1,1,3,0,1919.55,383.91,0.29,2,1,0,2,0.48,11.9,0
114669,2024-11-11,UAE,Email,Gold,51,1,6,13,1,2,1,5,5753.58,442.58,0.475,1,2,0,2,0.634,20.0,1
114670,2022-09-28,UK/EU,WhatsApp,Bronze,40,2,4,10,2,6,2,0,2510.14,251.01,0.177,3,2,0,0,0.545,24.3,1
114671,2022-11-09,North America,Email,Bronze,5,0,1,3,0,2,1,0,1033.83,344.61,0.696,1,1,1,0,0.323,6.7,1
114672,2025-08-11,UK/EU,SMS,Bronze,48,2,8,25,1,7,2,1,2819.3,112.77,0.613,3,1,0,3,0.569,25.1,0
114673,2023-11-15,Other,Email,Gold,67,0,2,4,3,4,5,1,4628.76,1157.19,0.593,1,1,0,0,0.354,18.5,1
114674,2022-08-06,UAE,App Push,Gold,47,0,2,2,3,2,0,2,5275.95,2637.98,0.112,1,0,0,0,0.661,16.4,0
114675,2024-06-22,UAE,SMS,Bronze,31,0,0,2,0,1,0,0,782.47,391.24,0.049,0,1,0,0,0.51,22.6,0
114676,2026-04-08,UAE,SMS,Bronze,26,1,3,5,0,1,3,0,1177.43,235.49,0.166,1,4,1,1,0.387,11.1,0
114677,2025-11-14,UK/EU,Email,Silver,0,2,9,25,2,3,4,0,3519.97,140.8,0.551,3,2,1,2,0.511,18.7,0
114678,2023-10-10,UAE,SMS,Bronze,1,1,6,9,0,2,2,0,2925.04,325.0,0.342,0,3,0,0,0.522,24.0,0
114679,2022-11-09,Other,Email,Bronze,49,2,3,8,2,3,1,0,3126.13,390.77,0.317,2,0,0,1,0.293,26.8,0
114680,2025-11-19,India,WhatsApp,Bronze,5,0,6,13,0,0,0,0,318.85,24.53,0.623,2,2,0,1,0.248,3.8,0
114681,2024-03-31,UK/EU,SMS,Bronze,10,4,5,9,0,0,2,0,1884.22,209.36,0.524,2,2,2,2,0.635,13.8,0
114682,2024-06-10,GCC,Email,Bronze,37,1,6,10,0,4,0,0,2375.58,237.56,,0,1,0,0,0.548,20.3,0
114683,2025-04-09,UK/EU,Email,Platinum,98,1,3,8,2,2,2,2,7702.72,962.84,0.318,0,4,1,0,0.231,42.0,0
114684,2023-11-30,GCC,Email,Bronze,49,1,5,9,1,2,1,0,2038.22,226.47,0.263,1,0,0,1,0.458,20.4,0
114685,2022-12-13,India,SMS,Silver,90,0,3,6,3,2,2,1,4515.31,752.55,,2,1,0,0,0.798,19.2,0
114686,2025-06-13,UK/EU,Email,Gold,5,2,8,11,2,4,0,1,4760.73,432.79,0.521,2,2,2,0,0.678,25.5,1
114687,2026-03-05,UAE,Email,Silver,76,0,2,5,2,1,1,0,3976.97,795.39,0.376,1,0,0,3,0.594,10.2,1
114688,2024-12-24,North America,Email,Gold,65,1,3,4,2,3,2,1,4917.5,1229.38,0.695,2,1,0,1,0.622,24.2,0
114689,2025-02-26,UK/EU,Email,Silver,33,0,0,0,1,2,0,1,3322.58,3322.58,0.513,1,3,0,0,0.35,26.6,0
114690,2023-07-17,UK/EU,WhatsApp,Bronze,215,1,1,4,0,1,1,0,1282.53,320.63,0.434,2,3,0,0,0.373,27.9,0
114691,2024-04-14,UAE,WhatsApp,Gold,73,4,8,17,5,10,5,0,5921.69,348.33,0.438,0,4,2,0,0.319,19.0,0
114692,2026-04-26,UAE,Email,Gold,27,1,3,7,3,2,3,0,6359.45,908.49,0.468,2,0,0,0,0.66,42.7,1
114693,2025-01-21,UAE,SMS,Bronze,43,2,7,17,2,5,3,0,2918.46,171.67,0.28,0,2,1,0,0.391,13.1,0
114694,2023-07-05,India,WhatsApp,Platinum,41,3,7,17,5,6,6,0,6614.19,389.07,0.242,2,0,0,0,0.589,17.7,0
114695,2024-07-09,UAE,Email,Bronze,100,2,5,8,1,5,2,1,2957.4,369.68,0.321,1,3,2,1,0.582,29.9,0
114696,2024-03-08,Other,Phone,Bronze,84,1,4,7,0,1,0,0,1119.36,159.91,0.167,1,2,0,0,0.519,23.8,0
114697,2025-05-09,Other,WhatsApp,Bronze,78,0,10,21,1,3,2,0,2374.11,113.05,0.45,2,2,1,1,0.722,22.1,0
114698,2025-02-19,UAE,SMS,Bronze,18,0,1,2,0,0,2,2,2711.45,1355.72,0.544,1,2,1,0,0.441,23.9,0
114699,2025-11-16,UK/EU,SMS,Platinum,0,10,18,26,4,6,3,2,7350.81,282.72,0.546,3,4,2,5,0.518,27.9,1
114700,2026-01-25,UAE,SMS,Bronze,36,1,6,9,0,1,1,1,1836.47,204.05,0.477,1,1,0,0,0.531,12.7,0
114701,2026-03-30,GCC,Email,Silver,0,2,5,9,2,3,2,1,4183.3,464.81,0.429,2,2,2,0,0.772,34.1,0
114702,2023-12-11,UAE,Email,Bronze,63,0,1,3,1,0,1,0,2920.92,973.64,0.608,2,3,2,0,0.582,19.5,0
114703,2025-10-08,North America,App Push,Gold,53,2,7,15,1,8,4,1,4677.64,311.84,0.476,0,2,1,0,0.499,29.9,0
114704,2024-02-21,North America,App Push,Silver,130,2,3,3,1,1,0,0,3740.01,1246.67,0.579,0,0,0,0,0.557,45.2,0
114705,2022-08-28,UAE,Phone,Platinum,91,3,12,19,6,15,2,1,10276.88,540.89,0.232,3,2,2,3,0.295,0.0,0
114706,2023-08-28,UAE,SMS,Silver,0,3,4,7,2,3,0,0,3177.82,453.97,0.451,1,1,1,1,0.524,12.0,1
114707,2024-02-19,GCC,App Push,Bronze,11,0,2,3,0,0,0,1,2097.63,699.21,0.326,2,0,0,0,0.527,15.5,0
114708,2025-12-05,India,WhatsApp,Bronze,14,1,2,4,0,1,2,0,2067.4,516.85,0.477,1,1,0,0,0.566,25.2,0
114709,2024-06-21,UAE,SMS,Bronze,48,0,4,9,0,5,1,2,2401.52,266.84,0.442,1,0,0,0,0.503,26.3,0
114710,2022-11-24,North America,App Push,Bronze,12,1,3,5,2,2,1,0,2843.39,568.68,0.505,2,0,0,0,0.619,10.9,0
114711,2024-11-18,Other,Phone,Silver,0,3,10,14,2,3,0,1,3762.91,268.78,0.421,1,1,0,3,0.619,18.4,0
114712,2023-02-25,GCC,SMS,Bronze,38,2,4,7,0,1,1,0,1299.4,185.63,0.51,0,3,1,0,0.566,5.1,0
114713,2023-08-12,North America,WhatsApp,Bronze,53,1,2,5,1,0,0,0,2432.45,486.49,0.552,4,6,1,0,0.396,30.5,0
114714,2025-05-05,India,WhatsApp,Bronze,14,2,4,7,1,3,1,0,2067.24,295.32,0.247,3,1,0,1,0.45,14.2,0
114715,2025-10-31,India,WhatsApp,Bronze,0,6,7,10,1,2,2,0,2362.06,236.21,0.36,0,1,0,1,0.328,38.4,0
114716,2026-04-27,UK/EU,SMS,Silver,64,0,1,1,2,4,0,0,3314.12,3314.12,0.322,1,1,0,0,0.65,40.2,0
114717,2025-04-22,GCC,Email,Silver,0,8,11,17,3,5,4,0,3855.0,226.76,0.242,0,1,1,0,0.013,23.0,0
114718,2025-01-30,India,Phone,Silver,6,0,2,5,2,2,2,0,4391.48,878.3,0.286,0,1,0,1,0.525,14.2,0
114719,2023-10-27,UAE,Email,Bronze,17,0,1,4,2,0,0,0,2737.96,684.49,0.482,2,2,0,0,0.34,17.0,0
114720,2024-02-23,UK/EU,Email,Bronze,44,0,2,2,0,0,0,0,742.16,371.08,0.404,1,2,0,1,0.485,10.7,0
114721,2024-07-05,UAE,Email,Gold,25,3,7,13,4,4,2,2,5957.33,458.26,0.344,1,0,0,0,0.701,30.0,0
114722,2023-07-23,UAE,SMS,Bronze,71,0,1,4,0,2,0,0,866.13,216.53,0.115,1,1,0,0,0.453,9.9,0
114723,2023-05-16,GCC,Email,Bronze,49,1,2,5,1,1,0,1,1743.63,348.73,0.341,1,0,0,0,0.315,19.5,0
114724,2023-08-05,GCC,Email,Bronze,109,0,2,7,1,0,1,0,1721.49,245.93,0.614,1,1,0,1,0.358,2.0,0
114725,2022-11-16,UAE,App Push,Bronze,14,4,12,29,0,3,5,0,2222.82,76.65,0.475,1,3,1,0,0.537,26.7,0
114726,2024-12-23,UAE,SMS,Bronze,65,2,3,4,0,1,0,2,2867.97,716.99,0.543,4,2,0,0,0.943,10.7,1
114727,2023-03-01,North America,Phone,Bronze,37,1,3,7,0,2,0,0,2258.15,322.59,0.537,3,2,0,2,0.674,36.2,0
114728,2024-09-27,India,App Push,Bronze,0,5,5,6,0,2,0,0,698.4,116.4,0.562,2,3,1,2,0.448,21.3,0
114729,2025-08-31,GCC,SMS,Bronze,29,5,7,11,2,0,1,0,2466.7,224.25,0.376,3,0,0,1,0.416,23.0,0
114730,2025-10-25,North America,SMS,Bronze,25,2,6,9,0,1,2,0,1352.62,150.29,0.634,2,2,1,0,0.645,21.2,0
114731,2026-01-11,North America,Email,Silver,34,1,6,9,1,2,0,0,3934.19,437.13,0.558,1,1,0,1,0.548,0.4,0
114732,2022-08-24,UAE,Phone,Silver,5,3,5,9,1,6,4,0,3422.93,380.33,0.314,2,2,0,0,0.711,17.0,0
114733,2025-09-21,India,WhatsApp,Bronze,131,1,4,6,1,2,0,0,2896.29,482.72,0.336,4,0,0,0,0.406,15.2,0
114734,2023-02-12,UAE,App Push,Silver,19,0,4,9,1,2,1,0,3172.51,352.5,,1,1,0,2,0.778,24.5,0
114735,2023-04-27,India,Phone,Bronze,7,0,1,2,1,1,2,1,2885.03,1442.52,0.374,1,2,0,0,0.564,19.2,0
114736,2024-08-31,UK/EU,Email,Bronze,87,2,3,5,1,0,0,0,2236.1,447.22,0.558,0,1,0,1,0.462,0.0,0
114737,2022-10-23,UAE,App Push,Bronze,118,0,2,5,1,2,2,1,2258.48,451.7,0.17,1,0,0,0,0.145,18.5,0
114738,2022-10-31,India,WhatsApp,Silver,51,6,8,12,2,6,2,1,4319.37,359.95,0.445,2,2,0,1,0.686,19.8,0
114739,2022-10-06,UAE,SMS,Bronze,6,1,3,4,0,1,2,0,2023.63,505.91,0.154,0,1,0,1,0.385,10.1,0
114740,2024-06-10,India,App Push,Silver,215,2,5,10,2,4,1,0,4387.59,438.76,0.638,4,0,0,1,0.527,19.0,0
114741,2025-03-21,UAE,WhatsApp,Bronze,89,0,2,7,0,1,0,0,528.72,75.53,0.61,2,0,0,0,0.323,21.0,0
114742,2026-03-20,UK/EU,SMS,Silver,0,6,15,31,3,5,3,0,4316.6,139.25,0.334,1,4,0,0,0.518,3.4,0
114743,2023-02-05,India,Email,Silver,38,5,7,11,2,6,1,0,3957.47,359.77,0.432,0,1,1,3,0.408,20.9,0
114744,2022-12-20,UAE,WhatsApp,Silver,28,3,8,11,3,3,1,0,3591.65,326.51,0.416,0,0,0,2,0.384,10.4,0
114745,2024-04-15,UK/EU,WhatsApp,Gold,10,1,2,7,2,2,0,1,5606.31,800.9,0.36,1,0,0,1,0.198,19.2,0
114746,2026-02-09,UAE,Email,Bronze,68,2,3,4,0,4,4,1,1930.07,482.52,0.436,1,2,0,0,0.558,16.8,0
114747,2023-03-02,India,Email,Bronze,30,2,5,11,1,0,1,3,2765.3,251.39,0.307,1,0,0,1,0.371,19.2,0
114748,2025-03-21,India,Email,Silver,32,0,0,3,0,1,2,0,3375.31,1125.1,0.433,1,1,0,0,0.791,19.6,0
114749,2024-03-28,UAE,SMS,Bronze,109,1,2,4,0,3,1,2,2156.51,539.13,0.452,1,2,0,1,0.562,16.4,1
114750,2023-10-21,UAE,WhatsApp,Bronze,25,0,1,6,1,1,0,0,2117.92,352.99,0.6,2,0,0,1,0.565,23.9,0
114751,2025-10-25,UAE,App Push,Bronze,2,1,2,6,1,4,1,0,1684.72,280.79,0.376,2,2,2,1,0.538,31.8,0
114752,2026-02-21,UK/EU,Email,Silver,35,0,0,5,2,0,0,0,3615.77,723.15,0.468,2,2,2,1,0.312,7.1,1
114753,2026-01-28,UK/EU,Email,Bronze,11,1,3,5,1,0,1,0,2507.21,501.44,0.231,4,1,0,1,0.814,31.8,0
114754,2022-08-19,UAE,Email,Bronze,125,0,4,5,0,2,3,1,1117.67,223.53,0.39,2,1,0,0,0.522,21.1,1
114755,2022-08-22,UAE,App Push,Silver,12,1,3,5,3,2,2,0,3319.06,663.81,0.591,4,2,0,0,0.602,20.4,1
114756,2024-09-18,North America,SMS,Platinum,0,6,13,26,2,9,7,1,8693.79,334.38,0.313,1,1,0,6,0.555,42.8,1
114757,2024-09-20,UAE,Email,Bronze,41,0,2,4,0,0,2,2,1916.3,479.08,0.453,0,0,0,1,0.314,9.0,1
114758,2024-10-17,UAE,Email,Bronze,49,0,3,5,0,2,2,0,983.85,196.77,0.275,1,2,1,0,0.566,20.7,0
114759,2025-01-05,UK/EU,Email,Silver,42,4,10,20,1,4,4,1,3775.43,188.77,0.192,0,1,1,2,0.702,16.6,0
114760,2024-04-04,UAE,WhatsApp,Bronze,0,3,7,10,1,1,0,0,2327.24,232.72,0.412,1,1,1,2,0.561,8.9,1
114761,2024-12-28,Other,SMS,Gold,33,0,5,15,4,6,2,0,6151.22,410.08,0.327,0,3,2,1,0.417,18.6,0
114762,2023-12-22,UAE,WhatsApp,Gold,64,1,5,12,4,3,2,0,4944.51,412.04,0.253,1,0,0,1,0.631,19.1,0
114763,2024-11-26,North America,Email,Bronze,10,2,4,8,1,0,1,0,1710.68,213.84,0.649,3,0,0,0,0.473,24.7,0
114764,2023-12-03,GCC,SMS,Silver,138,0,1,3,2,2,0,2,4490.6,1496.87,0.274,0,0,0,1,0.43,24.6,0
114765,2022-09-08,UAE,WhatsApp,Bronze,132,0,1,2,0,0,0,1,2206.81,1103.4,0.197,2,0,0,0,0.467,23.0,0
114766,2025-07-31,GCC,Email,Bronze,18,0,1,2,0,0,0,0,496.99,248.5,0.726,2,3,1,0,0.27,2.2,0
